Tornado ID,Time,Latitude,Longitude,Fujita scale,Damage total,Comments,,,,,,,,
1287,2015-11-01 03:30:00,-36.0527,145.2059,0,,Social media (YouTube) shows multiple vortices at Nathalia. Corresponds to the inflexion point of the squall line on RADAR. https://youtu.be/Cpppj8hgov4 Storms developed into a squall line over northern Victoria/Southern NSW which moved into the NE during the afternoon with multiple reports of wind damage. Doppler RADAR showed winds up to 130km/h at 3500ft along back edge of squall line.,,,,,,,,
1288,2015-11-05 02:30:00,-37.6023,144.9428,0,,"Multiple reports between 1:30 and 2:00pm EDT of funnel cloud. A storm spotter reported seeing two separate funnels touch down. Reports from Campbellfield, Craigieburn and Melbourne Airport. NULL",,,,,,,,
1289,2015-08-29 05:00:00,-33.3403,115.6419,0,,"NULL The passage of a cold front during the day produced several waterspouts around the Perth area and a likely tornado in Bunbury. A narrow swathe of damage around 700 m long was reported from the Bunbury suburb of Usher around 1 pm WST. DFES reported about 10 call outs for damage to trees, fences, patio, tiles and ridge capping. The Serpentine radar image at 0450 UTC showed an enhanced cell approaching the coast to the south of the city with an unusual velocity signal at an elevation of approximately 10 000 feet. The environment was more unstable than the usual winter time front. The cell formed over the ocean to the west of Bunbury where CAPE values in ACCESS R fields were between 200 and 500 J/Kg. The storm cell formed in the warm air mass ahead of the front on a northerly to northwest convergence line. ACCESS R fields indicated some areas of overlap of shear, instability and up motion.",,,,,,,,
1290,2015-09-10 03:00:00,-34.2967,117.5542,0,,NULL The passage of a cold front produced showery and windy conditions over southwest WA. Damage consistent with the passage of a tornado was reported at Cranbrook on the leading edge of the front. Cape Leeuwin recorded a gust of 49 knots (at 4:00am) in the pre-frontal air stream and 51 knots (94 km/h) at 2:33pm in the post-frontal air stream.,,,,,,,,
1291,2015-12-03 19:30:00,-30.7492,121.4656,0,0,"A severe thunderstorm near Kalgoorlie caused some injuries and significant damage at KCGM (Super Pit). Below is an extract from their damage report: The extent of the damage caused by a severe thunderstorm at KCGM on Friday is still being assessed. Around 3.30pm on 4th December, tornado-like conditions swept through parts of the operation, causing significant damage. The mobile fleet maintenance workshops were the worst hit; with major structural damage, power, communication and water services being cut. The Open Pit administration office was also damaged, with the entrance doors being blown in and internal ceiling panels collapsing. A number of large trees were also uprooted and power lines brought down. KCGM General Manager Ian Butler said the storm was so intense it was lucky there weren't more serious injuries. One person received a fracture in his foot", and three others were treated for minor first aid injuries,"he said.%D %D Kalgoorlie Doppler Radar image at 0725 UTC (1525 WST) showed a pixel which had an inbound velocity of around 110 km/h at a height of ~487 metres above the ground (aliased: 22.5 m/s outbound). A severe thunderstorm near Kalgoorlie caused some injuries and significant damage at KCGM (Super Pit). Below is an extract from their damage report: The extent of the damage caused by a severe thunderstorm at KCGM on Friday is still being assessed. Around 3.30pm on 4th December, tornado-like conditions swept through parts of the operation, causing significant damage. The mobile fleet maintenance workshops were the worst hit; with major structural damage, power, communication and water services being cut. The Open Pit administration office was also damaged, with the entrance doors being blown in and internal ceiling panels collapsing. A number of large trees were also uprooted and power lines brought down. KCGM General Manager Ian Butler said the storm was so intense it was lucky there weren't more serious injuries. One person received a fracture in his foot", and three others were treated for minor first aid injuries,he said.%D %D Kalgoorlie Doppler Radar image at 0725 UTC (1525 WST) showed a pixel which had an inbound velocity of around 110 km/h at a height of ~487 metres above the ground (aliased: 22.5 m/s outbound).,,,,
1292,2015-05-01 00:00:00,-20.7306,116.8447,0,,"NULL A tornado was filmed near Karratha, associated with the rainbands of TC Quang. A video was supplied to the BOM.",,,,,,,,
1293,2015-12-04 07:30:00,-30.7492,121.4656,0,0,"NULL A severe thunderstorm near Kalgoorlie caused some injuries and significant damage at KCGM (Super Pit). Below is an extract from their damage report: The extent of the damage caused by a severe thunderstorm at KCGM on Friday is still being assessed. Around 3.30pm on 4th December, tornado-like conditions swept through parts of the operation, causing significant damage. The mobile fleet maintenance workshops were the worst hit; with major structural damage, power, communication and water services being cut. The Open Pit administration office was also damaged, with the entrance doors being blown in and internal ceiling panels collapsing. A number of large trees were also uprooted and power lines brought down. KCGM General Manager Ian Butler said the storm was so intense it was lucky there weren't more serious injuries. One person received a fracture in his foot", and three others were treated for minor first aid injuries,he said.%D %D Kalgoorlie Doppler Radar image at 0725 UTC (1525 WST) showed a pixel which had an inbound velocity of around 110 km/h at a height of ~487 metres above the ground (aliased: 22.5 m/s outbound).,,,,,,
1294,2013-04-23 06:00:00,-23.5415,147.9697,0,,Possible tornado from a second hand report in the area in between Emerald and Anakie at around 4:00pm AEST. NULL,,,,,,,,
1295,2013-04-23 07:00:00,-24.1800,149.8100,0,,"Possible tornado at Baralaba (west of Gladstone) around 5:00pm AEST. Residents say a twister about 100 metres wide whipped through the main street, damaging buildings and breaking large tree limbs. NULL",,,,,,,,
1296,2013-11-15 21:15:00,-27.3400,153.3600,0,,Tornado observed in Moreton Bay (offshore of Brisbane Airport) around 7:15am AEST. No damage reported. NULL,,,,,,,,
1297,2015-07-11 05:15:00,-35.8318,146.8013,0,,"Tornado caused trees to be knocked down. Police called, people sighted it. Squall line thunderstorms passing through at the time. No other property damage other than trees. NULL",,,,,,,,
1298,2015-12-15 23:30:00,-34.0151,151.2012,2,,"A clear and narrow damage path was noted during this event which is supported by the radar signatures at the time. The strongest evidence to support tornadic activity is a gust of 213km/h at Kurnell AWS at 10.33am, with SES reports confirming the removal of rooves from houses and uprooting of mature trees in the area. A range of images from online social and news media also show damage to a number of properties in Kurnell, an over turned truck, and the partial removal of the roof of the desalination plant. The strength of the observed wind gust and onsite visual evidence of the damage place this tornado in the F2 category. Later reports emerged (~11.40am) from head office media stating a number of callers from Bondi Beach sighting a tornado. Based on radar data at this time and no specific damage reports it was most likely offshore. LGA: Sutherland Shire. NULL",,,,,,,,
1299,2016-01-22 05:00:00,-32.4817,150.9011,0,,"A highly organised supercell thunderstorm was evident on radar west of Jerrys Plains around 3pm. This cell tracked slowly east towards Singleton by 4.30pm, then northeast towards Nabiac by 6.30pm. Doppler radar showed a clearly defined low level velocity couplet lasting for over an hour with this storm, weakening once the cell tracked past Singleton. The SES reported significant damage at Doyles Creek and Singleton, including some roofs partially or fully lifted off, trees down on roads, and some trees crushing cars. Secondhand reports (friend of a storm spotter) were received of tornado damage at the Darley and Coolmore Horse Studs and mines including trees ripped out of the ground. The location of this report is consistent with the position of the low level velocity couplet. One photo on social media shows a mature tree with large branches broken off and a wire fence bent over at Jerrys Plains, with all debris aligned in the same direction. Tornadic activity seems likely but difficult to estimate path lengths or EF scales without more detailed investigation. NULL",,,,,,,,
1300,2016-01-30 12:30:00,-35.4294,149.5011,2,,"A strong line of fast moving thunderstorms, possibly supercells, moved through the Forbes Creek/Hoskinstown area late on Saturday night (approximately 11.30pm), spawning at least one tornado. A damage survey conducted onsite showed numerous Eucalypts had been snapped and Pines uprooted, a kit home damaged, shearing shed demolished, and front wall of a double brick structure destroyed. The estimated width of the damage swathe was 150m, with the SES reporting damage along a 3km path. Other reports from the SES include major structural damage to 6 properties in the Forbes Creek/Hoskinstown area, with a number of trees down on access roads. Numerous media articles (SMH, ABC, Canberra Times) were written for this event, and photos posted on the Queanbeyan Facebook page showing significant damage to structures and properties. Estimated strength: EF2. NULL",,,,,,,,
1301,2016-01-30 07:20:00,-29.4187,153.2849,1,,"A fast moving thunderstorm (possibly a right moving supercell) moved through Palmers Island (west of Yamba) shortly after 6pm, bringing signficant and very localised damage to the area. Media articles and SES reports describe the narrow path of damage 2 or 3 streets wide"" which includes: some building collapses", trees and wires down, lots of strewn debris, some rooves ripped off and walls pushed over. The main damage occured along Gordon Street. The narrow damage path and the scale of the damage seem consistent with a tornado,"possibly at the high end of the EF1 scale. Path length difficult to estimate without any further onsite evidence. NULL""",,,,
1302,2016-08-22 01:55:00,-37.7043,144.5713,0,,Report of funnel cloud observed approximately 15km NW of Caroline Springs. Multiple reports of funnel cloud with several photos/video on social media.,,,,,,,,
1303,2016-08-22 02:05:00,-37.7841,144.7150,0,,Report of funnel cloud observed at Truganina. Multiple reports of funnel cloud with several photos/video on social media.,,,,,,,,
1304,2016-08-22 03:10:00,-36.5460,145.9833,0,,Report of funnel cloud observed at Benalla. NULL,,,,,,,,
1305,2016-10-21 04:35:00,-33.9126,151.1180,0,,Two separate spotter reports forwarded by SES HQ. Construction debris was lifted onto Moxon rd Canterbury. The sea breeze was going through at the time so it could have been stretching of vertical vorticity associated with the sea breeze boundary. Otherwise no showers or storms present or strong winds reported at nearby AWS.%D NULL,,,,,,,,
1306,2016-10-21 09:00:00,-33.1373,148.1747,0,,"Spotter report: trees were flattened through a narrow pass, with major damage such as trees and power lines down and scattered in different locations. He had numerous reports. There were 2 cells that went through Parkes, at 8UTC (7pm) and 9UTC (8pm), not sure which one it's from.%D NULL",,,,,,,,
1307,2014-12-17 09:00:00,-25.0000,152.0800,0,,Tornado observed near Bungadoo (east of Gin Gin) around 7pm AEST. Social media reported that numerous tree branches had been snapped and that some trees had been brought down in the area (no images available to ascertain size of the trees or the depth of their roots). NULL,,,,,,,,
1308,2014-12-06 05:00:00,-18.4400,145.9300,2,,"Tornado observed in Abergowrie around 3pm AEST. Witness alledges seeing two tornadoes, approximately 60m apart. Media images show the roof removed off a house and articles write of trees being uprooted. NULL",,,,,,,,
1311,2013-01-26 02:50:00,-24.8100,152.4600,2,,"It was concluded that damage in parts of Bargara matched the specifications of an F2 tornado. The evidence used to come to this conclusion included images of roofs being torn off frame houses and large trees being uprooted. Rapid Damage Assessment data supplied by Queensland Fire and Emergency Services noted that two properties had lost roofs during the event. An image of an upside down caravan may have also marginally met the specification of an F2 tornado. The first confirmed tornado during the Oswald tornado event. Video footage of the tornado was captured. Doppler radar indicated the presence of a ""moderate to strong"" mesocyclone near the Bargara coast prior to impact. Rapid Damage Assessment data supplied by Queensland Fire and Emergency Services showed a clear path of damage through Bargara. NULL",,,,,,,,
1312,2016-06-19 07:45:00,-26.6900,153.1100,2,,Possible tornado in Mooloolaba around 5:45pm AEST. Media images indicated that roofs had been removed off two apartment blocks in Akeringa Place. NULL,,,,,,,,
1313,2016-11-11 05:17:00,-31.9652,141.4513,2,,"Tornado observation by multiple storm spotters (ID 35 and 1905), who observered a broad column extending from cloud base to ground, a well defined rotation, and raised debris. Estimate from one spotter of F2 intensity. Reported damage included large branches down, trees snapped and uprooted, and roofing tiles and iron lifted. Time of event based on earliest report time. Reports also included large hail, damaging winds, and heavy rainfall. NULL",,,,,,,,
1314,2017-04-08 16:30:00,-38.0800,145.4801,0,,"Rotation evident in clouds, no tornado. NULL",,,,,,,,
1316,2017-10-26 05:34:00,-32.2123,152.3193,0,,Funnel cloud observed. NULL,,,,,,,,
1317,2017-11-05 07:30:00,-29.1500,153.2833,0,,"Storm spotter in New Italy reports a very severe"" thunderstorm passed over the region at around 6:30pm. Going by damage (trees knocked over", with pattern of falling suggesting some rotation)," possible tornado event. NULL""",,,,,,
1318,2017-11-16 07:30:00,-34.6810,146.2710,0,,"Tornado report with funnel cloud reaching the ground, photos provided for confirmation. NULL",,,,,,,,
1319,2017-11-16 08:15:00,-31.8151,149.1179,0,,"Photo and video of tornado on ground provided by storm spotter. No damage observed, but touchdown was in the Goonoo State Forest. Intensity on F-Scale unknown. NULL",,,,,,,,
1320,2019-03-05 05:20:00,-36.0100,146.0200,0,,Report provided by Victorian Regional Office. Radar shows small transient cell moving across to the north of Yarrawonga. No additional information on size and duration from report. NULL,,,,,,,,
1322,2018-12-19 08:30:00,-31.5500,150.6800,0,,"Higgins Storm chaser reported tornado 20km S of Tamworth. Image was provided showing rainwrapped funnel, and is consistent with a left moving supercell seen on the radar to the south of Tamworth at a similar time. NULL",,,,,,,,
1323,2019-12-15 09:00:00,-34.0651,151.0846,0,,"Power poles snapped, large trees pulled out of the ground, and damage from trees falling onto houses/structures. No images of a funnel, though winds from supercell and analysis of radar images, do show some low level rotation and can't be rules out. There was no clear tornado path from aerial video to suggest a touchdown. NULL",,,,,,,,
1324,2019-12-21 08:30:00,-31.1095,150.9147,0,,"Images of funnel cloud supplied by media of funnel cloud. No SES report of damage, though radar assessment does show a strong low level rotation at the time of the observations that may be suitable to tornadogenesis. Exact location 20km S of Tamworth. NULL",,,,,,,,
1325,2018-12-21 08:30:00,-31.1095,150.9147,0,,"Images of funnel cloud supplied by media of funnel cloud. No SES report of damage, though radar assessment does show a strong low level rotation at the time of the observations that may be suitable to tornadogenesis. Exact location 20km S of Tamworth. NULL",,,,,,,,
1326,2017-10-02 08:00:00,-25.4000,152.9000,1,,Queensland Fire and Emergency Services advised of a triple zero call notifying them of a tornado at River Heads at 6pm AEST. Media images showed a partial loss of roofing and a collapsed shed (weak looking structure). Rapid Damage Assessments conducted by QFES after the event showed a path of damage through River Heads. NULL,,,,,,,,
1327,2017-10-02 04:00:00,-24.9000,152.3500,2,,"Queensland Fire and Emergency Services advised that some houses had lost roofs and powerlines were down in Avenell Heights at 2:35pm. Storm Spotter (bomg0007) submitted a report of a ""funnel"" cloud and ""large trees snapped"" at Avenell Heights at 2pm AEST. Media images showed that some houses had lost some or all of their roofing and at one property a garage appears to have lost its roof and side wall (weak looking structure). Rapid Damage Assessments conducted by QFES after the event showed a path of damage through Avenell Heights. NULL",,,,,,,,
1331,2011-01-30 13:00:00,-21.3800,149.3100,1,,"Possible tornado in Campwin Beach overnight between the 30th and the 31st, approximate time of the event is unknown (11pm AEST estimated from radar). Media articles wrote of trees down and the front of a house being down, though no images were available. NULL",,,,,,,,
1332,2012-03-18 17:30:00,-18.6300,146.2600,0,,"Possible tornado at Braemeadows during the early hours"". Media article wrote of 10 hectares of sugar cane being destroyed"," trees being snapped and a shed door being blown in. NULL""",,,,,,,
1333,2012-03-19 17:00:00,-19.2400,146.7700,2,,"It was concluded that damage in parts of Townsville matched the specifications of an F2 tornado. The evidence used to come to this conclusion included images of roofs being torn off frame houses, large trees being uprooted and some light objects appearing to have become missiles. The tornado of the event happened in parts of Townsville between the airport and the suburbs of Vincent and Gulliver. Radar evidence indicated the presence of a Bounded Weak Echo Region, which is a characteristic signature of a supercell thunderstorm. The damage assessment conducted by James Cook University indicated a path of damage that correlates with the passage of the supercell signature on radar. The report also noted that tree damage appeared to be convergent across the area, which corresponds more closely to the damage pattern associated with the passage of a tornado. Significant wind gust observations were also recorded around Townsville Airport during the event, including a 3 second wind gust of 111km/h at 5:07am AEST at the Automatic Weather Station and a wind gust of 135km/h at the Dines anemometer. NULL",,,,,,,,
1334,2013-01-23 13:30:00,-19.6900,147.4700,0,,"The report of a tornado at Inkerman (southeast of Ayr) was submitted by a local cane farmer to the Bureau of Meteorology office in Townsville on the 25 January 2013. The exact time of the tornado was unknown, but it is suspected to have occurred on the night of 23 January 2013 or the morning of 24 January 2013. The farmer reported a 200m swath of destruction through his cane field and that the damage appeared to have occurred in a circular fashion. The environment was conducive for tornadoes at the time of the event and radar indicated that there may have been cells with a potential mesocyclone in the area during the assumed time of the tornado event. No Rapid Damage Assessment was conducted in the area by Queensland Fire and Emergency Services to confirm the passage of a tornado, no Doppler radar data was available and no images of the reported damage were provided, so it was difficult to confirm whether the damage could be attributed to a tornado. NULL",,,,,,,,
1335,2013-01-23 18:15:00,-21.2900,149.3000,0,,"The Hay Point Automatic Weather Station (033317) recorded a 3-second wind gust of 139km/h at 4:15am AEST on 24 January 2013. The environment was conducive for tornadoes and radar indicated that there was a cell with a potential mesocyclone in the area at the time of the event. No damage was reported from the area and no Doppler radar data was available, so it was difficult to confirm whether the recorded wind gust could be attributed to the occurrence of a tornado. NULL",,,,,,,,
1336,2013-01-26 05:00:00,-24.7800,152.4200,2,,"It was concluded that damage in parts of Burnett Heads (associated with the eastern tornado) matched the specifications of an F2 tornado. The evidence used to come to this conclusion included the image of a roof torn off a frame house on the Sea Esplanade. Rapid Damage Assessment data supplied by Queensland Fire and Emergency Services noted that two properties had lost roofs during the event (including the property on the Sea Esplanade). The second confirmed tornado during the TC Oswald tornado event. Doppler radar indicated the presence of a ""strong"" mesocyclone off the Burnett Heads coast prior to impact. Rapid Damage Assessment data supplied by Queensland Fire and Emergency Services showed a clear path of damage through Burnett Heads. NULL",,,,,,,,
1337,2013-01-26 06:00:00,-24.7700,152.4200,2,,"It was concluded that damage in parts of Burnett Heads (associated with the western tornado) matched the specifications of an F2 tornado. The evidence used to come to this conclusion was comments made in Rapid Damage Assessment data supplied by Queensland Fire and Emergenct Services about a wall being blown out of a house on Burnett Heads Road. Arguably, the level of damage reported meets part of the specification of an F3 tornado, though there was a lack of supporting evidence and information about the structure impacted to make this call. The second confirmed tornado that occurred at Burnett Heads during the TC Oswald tornado event. Doppler radar indicated the presence of a strong"" mesocyclone over Burnett Heads at the time of impact. Rapid Damage Assessment data supplied by Queensland Fire and Emegerency Services showed a clear path of damage through Burnett Heads. NULL""",,,,,,,,
1338,2013-01-26 05:00:00,-24.9800,152.4500,0,,"A report of a tornado at Coonarr (southeast of Bundaberg) was submitted by Queensland Fire and Emergency Services on the afternoon of 26 January 2013. Doppler radar indicated the presence of a mesocyclone in the area at the time. However, no Rapid Damage Assessment was conducted in the area by Queensland Fire and Emergency Services to confirm the passage of a tornado and no damage was reported by the general public and/or media after the event. NULL",,,,,,,,
1339,2013-01-26 06:10:00,-25.0000,152.0800,0,,"A tornado was reported at Bungadoo (south-southwest of Bundaberg) on the afternoon of 26 January 2013 by Queensland Fire and Emergency Services. Doppler radar indicated the presence of a mesocyclone in the area at the time. QFES reported that large trees were uprooted in the area. However, no Rapid Damage Assessment was conducted in the area by Queensland Fire and Emergency Services to confirm the passage of a tornado. NULL",,,,,,,,
1340,2013-01-26 13:50:00,-25.2300,152.5900,1,,"It was concluded that damage in parts of Burrum Heads (associated with the tornado that caused damage over inland parts of the town near the Burrum River) matched the specifications of an F1 tornado. The evidence used to come to this conclusion was comments made in Rapid Damage Assessment data supplied by Queensland Fire and Emergency Services about roofs being damaged on some houses in the area. The fourth confirmed tornado during the TC Oswald tornado event. The tornado caused damage over inland parts of the town near the Burrum River. Doppler radar indicated the presence of a ""strong"" mesocyclone over Burrum Heads at the time of impact. Rapid Damage Assessment data supplied by Queensland Fire and Emergency Services after the event showed a clear path of damage through Burnett Heads. NULL",,,,,,,,
1341,2013-01-26 17:40:00,-25.1800,152.6100,3,,"It was concluded that damage in parts of Burrum Heads (associated with the tornado that caused damage to coastal areas of the town) largely matched the specifications of an F2 tornado, though there was also evidence of damage matching that of an F3 tornado. The evidence used to come to this conclusion included images of a roof and some walls torn off a frame house in Sunrise Crescent and that a cabin in the local caravan park appeared to have been lifted and thrown some distance. The second confirmed tornado that occurred at Burrum Heads during the TC OSwald tornado event. The tornado caused considerable to severe damage about coastal areas of Burrum Heads. Doppler radar indicated the presence of a strong"" mesocyclone just offshore of Burrum Heads prior to impact. Rapid Damage Assessment data supplied by Queensland Fire and Emergency Services showed a clear path of damage through Burrum Heads and included notes about 14 properties with at least ""Severe"" damage. NULL""",,,,,,,,
1342,2013-01-26 18:30:00,-25.2700,152.7600,1,,"It was concluded that damage in parts of Dundowran Beach matched the specifications of an F1 tornado. The evidence used to come to this conclusion included an image of some snapped and/or uprooted trees at a property at Dundowran Beach. Given the strength of the mesocyclone and the size of the trees uprooted in the image it is possible that there may have been some F2 or greater damage in the area. However, as there was no Rapid Damage Assessment conducted by Queensland Fire and Emergency Services and no detailed media report attached to the image it was decided that there was insufficient evidence to commit to a stronger damage specification. The sixth confirmed tornado during the TC Oswald tornado event. Doppler radar indicated the presence of a strong"" mesocyclone over the area at the time and in fact it appeared to be one of the stronger mesocyclones evident on radar during the entire event. No Rapid Damage Assessment was conducted by Queensland Fire and Emergency Services in the area after the event"," so it was not possible to ascertain the length and width of the tornado track. NULL""",,,,,,,
1343,2013-06-12 09:30:00,-28.0900,151.7800,2,,"Possible tornado in Pratten around 7:30pm AEST and Bony Mountain shortly after. Emergency Management Queensland advised of major damage to a property with large trees blown down at Pratten. State Emergency Services images show widespread defoliation of trees with some trees snapped, one house with part of its roof missing and a caravan tipped on its side. Media images showed a large storage shed blown over at Bony Mountain and a decimated, near-completed"" home at Pratten. Media articles wrote of 6 houses with lost roofs"," one destroyed and decimated farm infrastructure. NULL""",,,,,,,
1344,2013-11-18 17:00:00,-25.2800,152.9000,1,,Tornado (most likely a waterspout coming ashore) in Urangan (Hervey Bay) around 3am AEST. Media articles write of trees bring knocked down (no images available to ascertain the size of the trees or the depth of their roots) and images show the roof (or part of) removed off two houses. NULL,,,,,,,,
1345,2015-10-14 06:00:00,-27.4700,151.9400,0,,Tornado (landspout) observed at Highfields (north of Toowoomba) around 4pm AEST. No damage reported. NULL,,,,,,,,
1346,2015-02-20 22:30:00,-26.6800,153.1100,0,,"Possible tornado in Mooloolaba around 8:30am AEST. Media images showed that branches had been broken off some trees, some shallow rooted trees had been uprooted and a small catamaran had been flipped into a pool. NULL",,,,,,,,
1347,2016-08-24 07:30:00,-26.6500,153.0000,0,,"Tornado (landspout) observed east of Drillham (west of Miles) around 5:30pm AEST. No damage was reported, though some debris was sent flying. NULL",,,,,,,,
1348,2016-11-12 07:30:00,-25.5600,152.3200,0,,Possible tornado at North Aramara (southwest of Maryborough) around 2:40pm AEST. No reported damage. NULL,,,,,,,,
1349,2017-01-15 01:45:00,-26.8000,153.0500,0,,Tornado (landspout) observed near Bells Creek around 11:45am AEST. No damage reported. NULL,,,,,,,,
1350,2017-03-17 04:00:00,-27.4000,153.1000,0,,Tornado (landspout) observed near Brisbane Airport around 2pm AEST. Media images showed that some shallow rooted trees were uprooted. NULL,,,,,,,,
1351,2017-03-30 00:30:00,-24.3300,151.5600,2,,Possible tornado at Miriam Vale around 10:30am AEST. Media images show the roof removed off a house and articles note that the roofs of two other houses were removed. NULL,,,,,,,,
1352,2017-10-14 00:00:00,-27.9000,153.0000,0,,Tornado observed near Cedar Vale around 10am AEST (appears to be a landspout). No damage reported. NULL,,,,,,,,
1353,2017-12-31 01:00:00,-28.0500,152.0000,0,,Tornado observed near Allora around 1pm AEST. No damage reported. NULL,,,,,,,,
1354,2014-12-06 02:00:00,-25.2900,152.8600,0,,"Tornado (most likely a waterspout coming ashore) observed in Torquay (Hervey Bay) around 12pm AEST. Witness alledges seeing three waterspouts, one coming ashore. Media images showed part of a fence down and articles write of a shed being blown over. NULL",,,,,,,,
1355,2012-02-14 21:30:00,-21.1400,149.2000,0,,"Tornado (landspout) observed in Mackay (on the Pioneer River, near the River Street boat ramp) around 7:30am AEST. No damage reported. NULL",,,,,,,,
1356,2011-12-14 09:00:00,-16.4500,145.3700,0,,Tornado (landspout) observed near Mossman around 7:00pm AEST. No damage reported. NULL,,,,,,,,
